Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/12/2015 10:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,INGLESIDE,NONE,200 Block of NEVADA ST,-122.4114994,37.73900872
5/12/2015 9:30,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Tuesday,PARK,NONE,1300 Block of COLE ST,-122.4491381,37.76208405
5/12/2015 9:30,VEHICLE THEFT,STOLEN TRUCK,Tuesday,BAYVIEW,NONE,SILLIMAN ST / SOMERSET ST,-122.4090461,37.73020218
5/12/2015 9:25,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,1700 Block of CHURCH ST,-122.4267012,37.74329433
5/12/2015 9:15,ASSAULT,BATTERY,Tuesday,MISSION,"ARREST, BOOKED",100 Block of EUREKA ST,-122.4382564,37.75987298
5/12/2015 9:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,300 Block of BEACH ST,-122.4148223,37.80743146
5/12/2015 9:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,100 Block of LOUISBURG ST,-122.4496455,37.7210803
5/12/2015 8:30,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.4135641,37.77951403
5/12/2015 8:15,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,MISSION ST / VIRGINIA AV,-122.4214887,37.74312201
5/12/2015 7:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.4154442,37.77802457
5/12/2015 7:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,MISSION,NONE,4000 Block of 26TH ST,-122.4304676,37.74823983
5/12/2015 6:45,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,100 Block of GRANVILLE WY,-122.4615649,37.7417383
5/12/2015 6:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,CENTRAL,NONE,1300 Block of COLUMBUS AV,-122.4192321,37.80647408
5/12/2015 6:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,200 Block of SADOWA ST,-122.4608319,37.7122295
5/12/2015 6:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,400 Block of PLYMOUTH AV,-122.456136,37.7144981
5/12/2015 6:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,JUNIPERO SERRA BL / STRATFORD DR,-122.4725055,37.71850678
5/12/2015 5:15,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Tuesday,CENTRAL,NONE,0 Block of CLAY ST,-122.3961706,37.79548699
5/12/2015 5:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,SOUTHERN,NONE,FOLSOM ST / 1ST ST,-122.3944849,37.78729824
5/12/2015 4:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,0 Block of GRAFTON AV,-122.4536035,37.71998444
5/12/2015 3:15,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,"ARREST, BOOKED",1000 Block of LECONTE AV,-122.3980042,37.71903318
5/12/2015 2:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,PARK,NONE,100 Block of MUSEUM WY,-122.4401347,37.76460487
5/12/2015 1:45,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,MISSION,NONE,19TH ST / SANCARLOS ST,-122.4199787,37.76018856
5/12/2015 1:40,ASSAULT,BATTERY,Tuesday,RICHMOND,"ARREST, BOOKED",4700 Block of GEARY BL,-122.4701904,37.78087579
5/12/2015 1:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,TARAVAL,NONE,1600 Block of 9TH AV,-122.4657846,37.75749844
5/12/2015 1:01,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Tuesday,BAYVIEW,"ARREST, BOOKED",100 Block of FELTON ST,-122.4061146,37.7296971
5/12/2015 1:01,BURGLARY,"BURGLARY, VEHICLE, ATT. (ARREST MADE)",Tuesday,BAYVIEW,"ARREST, BOOKED",100 Block of FELTON ST,-122.4061146,37.7296971
5/12/2015 1:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.4105093,37.78604322
5/12/2015 1:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.4113591,37.77649448
5/12/2015 1:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.4113591,37.77649448
5/12/2015 1:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,600 Block of CHESTNUT ST,-122.414077,37.80370389
5/12/2015 1:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/12/2015 1:00,ASSAULT,TRESPASS WITHIN 30 DAYS OF CREDIBLE THREAT,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
5/12/2015 1:00,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,MISSION,NONE,MARKET ST / CHURCH ST,-122.42895,37.76750273
5/12/2015 0:59,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,BAYVIEW,NONE,1000 Block of CONNECTICUT ST,-122.3972019,37.75353512
5/12/2015 0:45,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,LEAVENWORTH ST / VALLEJO ST,-122.4170328,37.79754233
5/12/2015 0:10,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.4186097,37.74744531
5/11/2015 23:56,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,INGLESIDE,NONE,500 Block of ALEMANY BL,-122.4213053,37.73216388
5/11/2015 23:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,1800 Block of GREAT HY,-122.5082384,37.75188708
5/11/2015 23:30,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,SOUTHERN,NONE,SOUTH VAN NESS AV / PLUM ST,-122.4179397,37.77086882
5/11/2015 23:00,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.4082017,37.78688491
5/11/2015 23:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,400 Block of PERU AV,-122.4260752,37.72693585
5/11/2015 23:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,BAYVIEW,NONE,100 Block of CHANNEL ST,-122.3907533,37.77437923
5/11/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,RICHMOND,NONE,600 Block of 40TH AV,-122.5005171,37.77648768
5/11/2015 23:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,900 Block of HOWARD ST,-122.4065085,37.78033132
5/11/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1100 Block of EDDY ST,-122.4257789,37.78231924
5/11/2015 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,RANDOLPH ST / RAMSELL ST,-122.4661968,37.71428028
5/11/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,TARAVAL,NONE,MORAGA ST / 11TH AV,-122.4668619,37.75653395
5/11/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,MORAGA ST / 8TH AV,-122.4862455,37.75568145
5/11/2015 22:30,ROBBERY,"ROBBERY, BODILY FORCE",Monday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.4169161,37.78439445
5/11/2015 22:30,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,BAYVIEW,"ARREST, BOOKED",CARROLL AV / QUINT ST,-122.4027012,37.73026636
5/11/2015 22:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.3920823,37.78184577
5/11/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,JEFFERSON ST / RICHARDHENRYDANA PL,-122.4190877,37.80780155
5/11/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,VANNESS AV / UNION ST,-122.4239859,37.79855258
5/11/2015 21:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,NORTHERN,NONE,300 Block of IVY ST,-122.4239222,37.77729679
5/11/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,TARAVAL,NONE,1700 Block of 36TH AV,-122.4948235,37.75434848
5/11/2015 21:20,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
5/11/2015 21:15,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Monday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.4042702,37.78447885
5/11/2015 21:10,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,CENTRAL,NONE,200 Block of BATTERY ST,-122.4001718,37.79390507
5/11/2015 21:07,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,500 Block of BOSWORTH ST,-122.4335361,37.73355614
5/11/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1500 Block of MCKINNON AV,-122.3883584,37.73530493
5/11/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,BUSH ST / POLK ST,-122.4203074,37.78869895
5/11/2015 20:55,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432
5/11/2015 20:35,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,POLK ST / CALIFORNIA ST,-122.4206917,37.79057707
5/11/2015 20:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,1100 Block of HAIGHT ST,-122.4412045,37.77079475
5/11/2015 20:15,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,BAYVIEW,NONE,700 Block of KANSAS ST,-122.4030394,37.76024657
5/11/2015 20:15,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,TARAVAL,"ARREST, BOOKED",1500 Block of 24TH AV,-122.4820855,37.75864854
5/11/2015 20:10,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,ULLOA ST / 46TH AV,-122.4701044,37.74142371
5/11/2015 20:05,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,1ST ST / STEVENSON ST,-122.3985939,37.79056962
5/11/2015 20:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,PARK,NONE,2600 Block of GEARY BL,-122.446613,37.78224582
5/11/2015 20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,300 Block of COLERIDGE ST,-122.4214483,37.74091155
5/11/2015 20:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,PARK,NONE,100 Block of CRESTMONT DR,-122.4592387,37.7553268
5/11/2015 20:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Monday,PARK,NONE,1600 Block of GROVE ST,-122.4437959,37.77524304
5/11/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,NONE,OFARRELL ST / MASON ST,-122.4096862,37.78620421
5/11/2015 20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,FULTON ST / BRODERICK ST,-122.4398466,37.77664424
5/11/2015 20:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,INGLESIDE,NONE,CESAR CHAVEZ ST / HAMPSHIRE ST,-122.406759,37.74876723
5/11/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,WASHINGTON ST / FRANKLIN ST,-122.4245198,37.79284128
5/11/2015 19:45,ASSAULT,BATTERY,Monday,MISSION,NONE,4000 Block of 18TH ST,-122.4344469,37.76086707
5/11/2015 19:45,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935
5/11/2015 19:44,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,TREAT AV / 18TH ST,-122.4140333,37.76215866
5/11/2015 19:30,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,MISSION,NONE,3500 Block of 17TH ST,-122.4251209,37.76315281
5/11/2015 19:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,CENTRAL,NONE,STOCKTON ST / CALIFORNIA ST,-122.4075398,37.79224918
5/11/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,VANNESS AV / PINE ST,-122.4221395,37.78941076
5/11/2015 19:15,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.4155672,37.77403392
5/11/2015 19:15,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.4155672,37.77403392
5/11/2015 19:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
5/11/2015 19:15,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,FAIRFAX AV / KEITH ST,-122.3815608,37.73812418
5/11/2015 19:15,ROBBERY,ATTEMPTED ROBBERY RESIDENCE WITH BODILY FORCE,Monday,BAYVIEW,NONE,FAIRFAX AV / KEITH ST,-122.3815608,37.73812418
5/11/2015 19:10,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,TARAVAL,NONE,2400 Block of 19TH AV,-122.4754586,37.7421055
5/11/2015 19:07,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4039191,37.7871161
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
5/11/2015 19:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Monday,MISSION,NONE,3900 Block of 24TH ST,-122.4307837,37.75144796
5/11/2015 19:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,MISSION,NONE,3400 Block of 26TH ST,-122.4190004,37.74904383
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,PARK,NONE,1400 Block of FULTON ST,-122.4406711,37.77648328
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,300 Block of PRECITA AV,-122.4124638,37.74729205
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,BRYANT ST / 19TH ST,-122.4099973,37.76048534
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,LYON ST / GOLDEN GATE AV,-122.4435079,37.77808926
5/11/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,JONES ST / FILBERT ST,-122.4159472,37.80054586
5/11/2015 18:50,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,700 Block of 7TH AV,-122.4649447,37.77438417
5/11/2015 18:40,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,SOUTHERN,NONE,8TH ST / MINNA ST,-122.4126203,37.77702593
5/11/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,1200 Block of THE EMBARCADERONORTH ST,-122.4043871,37.80607839
5/11/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,2400 Block of OFARRELL ST,-122.4447555,37.78163133
5/11/2015 18:20,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TARAVAL,NONE,200 Block of WINSTON DR,-122.4779767,37.72693464
5/11/2015 18:18,ASSAULT,BATTERY,Monday,MISSION,NONE,2600 Block of BRYANT ST,-122.4089834,37.75198704
5/11/2015 18:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334
5/11/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
5/11/2015 18:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,300 Block of MADISON ST,-122.4221604,37.72477981
5/11/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,600 Block of 47TH AV,-122.508194,37.77660126
5/11/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,SAN JOSE AV / 26TH ST,-122.4212874,37.7488499
5/11/2015 18:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406482,37.78273179
5/11/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,10TH ST / HARRISON ST,-122.4112792,37.77157858
5/11/2015 17:50,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,2900 Block of ALEMANY BL,-122.4526193,37.71168739
5/11/2015 17:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,1300 Block of HOWARD ST,-122.4141202,37.7741613
5/11/2015 17:35,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,8TH AV / MORAGA ST,-122.4647193,37.75663012
5/11/2015 17:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,900 Block of PORTOLA DR,-122.4554234,37.7425307
5/11/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,400 Block of CALIFORNIA ST,-122.4015481,37.79295092
5/11/2015 17:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,SOUTHERN,NONE,0 Block of FREELON ST,-122.3964115,37.77918761
5/11/2015 17:30,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,MISSION,NONE,18TH ST / CHURCH ST,-122.4283554,37.76125771
5/11/2015 17:11,ASSAULT,BATTERY,Monday,SOUTHERN,NONE,MARKET ST / 11TH ST,-122.4186983,37.77558941
5/11/2015 17:10,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Monday,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.4171448,37.71215029
5/11/2015 17:08,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935
5/11/2015 17:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,100 Block of WESTPORTAL AV,-122.4681175,37.73890001
5/11/2015 17:00,ASSAULT,BATTERY,Monday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432
5/11/2015 17:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,MISSION,NONE,2300 Block of 16TH ST,-122.4095299,37.76571844
5/11/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,1600 Block of MCALLISTER ST,-122.4392229,37.77774275
5/11/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,0 Block of 5TH AV,-122.4636197,37.78770587
5/11/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,LARKIN ST / UNION ST,-122.4206907,37.79896889
5/11/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,BUCHANAN ST / OAK ST,-122.4275473,37.77438749
5/11/2015 16:55,ASSAULT,BATTERY,Monday,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,-122.4147143,37.77623104
5/11/2015 16:30,ASSAULT,BATTERY,Monday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101352,37.78418891
5/11/2015 16:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,800 Block of CHINABASIN ST,-122.386775,37.76537752
5/11/2015 16:15,VEHICLE THEFT,STOLEN TRUCK,Monday,INGLESIDE,NONE,1700 Block of SUNNYDALE AV,-122.4171448,37.71215029
5/11/2015 16:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Monday,RICHMOND,"ARREST, BOOKED",6100 Block of FULTON ST,-122.4965054,37.77195265
5/11/2015 16:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,SAN JOSE AV / 23RD ST,-122.4215191,37.75366149
5/11/2015 16:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,BUSH ST / MARK LN,-122.4047716,37.79066776
5/11/2015 15:50,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/11/2015 15:50,ASSAULT,FALSE IMPRISONMENT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/11/2015 15:45,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,CENTRAL,NONE,400 Block of WASHINGTON ST,-122.4007866,37.79577999
5/11/2015 15:44,ASSAULT,THREATS AGAINST LIFE,Monday,MISSION,NONE,3100 Block of CESAR CHAVEZ ST,-122.4126011,37.74837696
5/11/2015 15:30,LARCENY/THEFT,ATTEMPTED THEFT FROM A BUILDING,Monday,TARAVAL,NONE,1500 Block of TARAVAL ST,-122.4826711,37.74279814
5/11/2015 15:20,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,CENTRAL,NONE,2200 Block of LEAVENWORTH ST,-122.4178548,37.80196979
5/11/2015 15:10,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,300 Block of KANSAS ST,-122.4036529,37.76535366
5/11/2015 15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,CENTRAL,NONE,400 Block of GEARY ST,-122.4106997,37.78698819
5/11/2015 15:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,900 Block of PENNSYLVANIA AV,-122.3927443,37.75436176
5/11/2015 15:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,NORTHERN,NONE,300 Block of IVY ST,-122.4239222,37.77729679
5/11/2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,MCALLISTER ST / FRANKLIN ST,-122.4218931,37.77989123
5/11/2015 14:49,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,SOUTHERN,"ARREST, BOOKED",1500 Block of MISSION ST,-122.4179754,37.77375094
5/11/2015 14:46,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,NONE,200 Block of POST ST,-122.4060002,37.78854062
5/11/2015 14:44,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,1000 Block of VALENCIA ST,-122.4209336,37.75570245
5/11/2015 14:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE,1500 Block of LAGUNA ST,-122.4280017,37.78538541
5/11/2015 14:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831
5/11/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831
5/11/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,10TH ST / BRYANT ST,-122.4097388,37.7703482
5/11/2015 14:20,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,NONE,STOCKTON ST / COLUMBUS AV,-122.409017,37.79948807
5/11/2015 14:20,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.4042702,37.78447885
5/11/2015 14:15,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,NORTHERN,NONE,500 Block of POLK ST,-122.4190171,37.78193603
5/11/2015 14:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of BLYTHDALE AV,-122.4176788,37.7107673
5/11/2015 14:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
5/11/2015 14:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.4165835,37.77865915
5/11/2015 13:56,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,INGLESIDE,NONE,600 Block of TERESITA BL,-122.4457196,37.73640215
5/11/2015 13:36,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.4038222,37.79007905
5/11/2015 13:30,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Monday,INGLESIDE,NONE,600 Block of PERALTA AV,-122.4088914,37.74178819
5/11/2015 13:30,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
5/11/2015 13:30,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE,3RD ST / REVERE AV,-122.3915229,37.73243239
5/11/2015 13:30,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,3RD ST / REVERE AV,-122.3915229,37.73243239
5/11/2015 13:20,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.4072441,37.78656476
5/11/2015 13:10,ROBBERY,"ROBBERY, BODILY FORCE",Monday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.4136093,37.78469691
